tool	sample	Sum of abundances	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
MetaScope	0	0.99999711	0.14336038192361114	4.550025079607867	0.9883188700000001	0.5769230769230769	0.38461538461538464	0.46153846153846156	15.0	24.0	11.0	39.0	0.3	1.3926521837386134	0.3801361402529898	0.4995131898960808
MetaScope	9	0.99998369	0.14444680169464288	4.494302288610269	0.9730610500000002	0.6071428571428571	0.4473684210526316	0.5151515151515151	17.0	21.0	11.0	38.0	0.3469387755102041	1.301423165835337	0.35777109013776004	0.4972381279185071
MetaScope	8	0.99999944	0.14389084048769846	4.0911987688943325	0.98178238	0.6333333333333333	0.48717948717948717	0.5507246376811593	19.0	20.0	11.0	39.0	0.38	1.1279813209253522	0.3078919996110897	0.5006563825981731
MetaScope	7	0.9999982399999999	0.14222390048273814	3.8580036418901282	0.9763591600000002	0.6071428571428571	0.4722222222222222	0.53125	17.0	19.0	11.0	36.0	0.3617021276595745	1.059360202406095	0.29562009315416093	0.4888514476526249
MetaScope	6	0.99999741	0.14268096972658728	4.408436025895456	0.9692814100000002	0.6206896551724138	0.47368421052631576	0.5373134328358208	18.0	20.0	11.0	38.0	0.3673469387755102	1.2987071038179236	0.3570244241075545	0.4884694728265086
MetaScope	5	0.99999938	0.14172201821150804	4.482665390987875	0.95679452	0.6206896551724138	0.47368421052631576	0.5373134328358208	18.0	20.0	11.0	38.0	0.3673469387755102	1.2728992579761331	0.3499296517204362	0.48540151158589717
MetaScope	3	0.99999932	0.14377860086170635	3.8961139757097416	0.9663823200000005	0.6071428571428571	0.425	0.5	17.0	23.0	11.0	40.0	0.3333333333333333	1.2526438075581556	0.33957298500529043	0.4905533055207262
MetaScope	2	0.9999972800000001	0.14018999050595238	3.86130844708762	0.9529198199999999	0.6071428571428571	0.4594594594594595	0.5230769230769231	17.0	20.0	11.0	37.0	0.3541666666666667	1.332002093220123	0.3688818537125694	0.4795698533592553
MetaScope	19	0.99999847	0.1607490310605159	4.07586633589284	0.9783404699999998	0.6333333333333333	0.48717948717948717	0.5507246376811593	19.0	20.0	11.0	39.0	0.38	1.596156930100296	0.43568447436568974	0.5728248718456171
MetaScope	18	0.99999853	0.14047783656785717	4.188978469191773	0.9372394300000002	0.6333333333333333	0.5428571428571428	0.5846153846153846	19.0	16.0	11.0	35.0	0.41304347826086957	1.110208649552093	0.3122644057209415	0.48522068429877474
MetaScope	4	0.99999905	0.13877553523690475	4.520248607837827	0.95511891	0.6206896551724138	0.4864864864864865	0.5454545454545455	18.0	19.0	11.0	37.0	0.375	1.284121460566365	0.3556218921703542	0.4819942722491072
MetaScope	16	0.9999984399999999	0.15739941847817468	4.086091189840973	0.9929776000000001	0.5925925925925926	0.41025641025641024	0.4848484848484849	16.0	23.0	11.0	39.0	0.32	0.719012467254434	0.19626050731643388	0.5629793525811376
MetaScope	15	0.99999932	0.138905754021627	4.738689883641639	0.9431153800000002	0.6071428571428571	0.4146341463414634	0.49275362318840576	17.0	24.0	11.0	41.0	0.3269230769230769	1.4195986375519556	0.38227308156478296	0.48095621900060526
MetaScope	14	0.99999882	0.1548928564156746	3.842706800212146	0.97598254	0.6071428571428571	0.4146341463414634	0.49275362318840576	17.0	24.0	11.0	41.0	0.3269230769230769	0.7276859572349558	0.19595309964746607	0.5535348248996804
MetaScope	13	0.99999805	0.14346468138095245	3.9699735235451583	0.9909536900000003	0.6071428571428571	0.4473684210526316	0.5151515151515151	17.0	21.0	11.0	38.0	0.3469387755102041	1.2452975810011202	0.34234174156160463	0.5039410258720209
MetaScope	12	0.99998874	0.14601280520337304	4.5195640672646284	0.9592578600000004	0.5925925925925926	0.4	0.4776119402985075	16.0	24.0	11.0	40.0	0.3137254901960784	1.356901939691804	0.3678358039535694	0.5017060690858426
MetaScope	11	0.9999964200000001	0.14131198652599214	4.387073915449702	0.9685285999999996	0.5862068965517241	0.425	0.4927536231884058	17.0	23.0	12.0	40.0	0.3269230769230769	1.2506051614731464	0.33902033856878633	0.48992057511668907
MetaScope	10	0.99999929	0.14300106937738094	4.029855022290004	0.9774417699999998	0.6333333333333333	0.5277777777777778	0.5757575757575758	19.0	17.0	11.0	36.0	0.40425531914893614	1.2983348696933754	0.36230724379895085	0.49402715908175904
MetaScope	1	0.9999839500000001	0.1437161629486111	4.270444037527494	0.9757771500000001	0.6153846153846154	0.36363636363636365	0.4571428571428572	16.0	28.0	10.0	44.0	0.2962962962962963	1.2787314242398509	0.33791420302470804	0.49841027762608237
MetaScope	17	0.999998	0.143551631306746	4.768959488889545	0.9800741600000004	0.6071428571428571	0.425	0.5	17.0	23.0	11.0	40.0	0.3333333333333333	1.057993135643796	0.28680610163715	0.4992004025899411
mOTUs-precision	2	1.0000000000000002	0.13674749609483478	0.8289283967484796	0.976547	0.39285714285714285	0.9166666666666666	0.55	11.0	1.0	17.0	12.0	0.3793103448275862	1.2233848547503636	0.49232628310392934	0.4914598801328412
mOTUs-precision	3	0.9999999999999997	0.13922130771492328	0.8235742727080103	0.9878389999999997	0.35714285714285715	0.9090909090909091	0.5128205128205129	10.0	1.0	18.0	11.0	0.3448275862068966	0.9479464189277993	0.3953243620275106	0.50144493485991
mOTUs-precision	4	1.0	0.13969264129862574	0.8251164029389767	0.989285	0.3793103448275862	0.8461538461538461	0.5238095238095238	11.0	2.0	18.0	13.0	0.3548387096774194	1.2079562802518549	0.4709474191908949	0.49923571822553403
mOTUs-precision	5	1.0	0.13852843922878338	0.8074528172095671	0.9777090000000002	0.3793103448275862	0.8461538461538461	0.5238095238095238	11.0	2.0	18.0	13.0	0.3548387096774194	0.9875017572535962	0.38499853978828685	0.49601170083723095
mOTUs-precision	9	1.0000000000000004	0.1413239387083332	0.815231377138644	0.9999300000000005	0.39285714285714285	0.8461538461538461	0.5365853658536585	11.0	2.0	17.0	13.0	0.36666666666666664	1.1708922810173856	0.4564972316553599	0.5109640113074034
