tool	sample	Sum of abundances	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
MetaScope	0	0.9999902500000001	0.14336038192361114	4.550025079607867	1.0031820899999997	0.5126582278481012	0.15083798882681565	0.23309352517985613	81.0	456.0	77.0	537.0	0.13192182410423453	2.707078424613806	0.43065212300630107	0.5189699875881083
MetaScope	9	0.99999161	0.14444680169464288	4.494302288610269	1.0309709699999996	0.5094339622641509	0.15196998123827393	0.23410404624277462	81.0	452.0	78.0	533.0	0.132569558101473	2.889442805377754	0.4602107104797594	0.5340803993703559
MetaScope	8	0.99999124	0.14389084048769846	4.0911987688943325	0.9647114599999996	0.5126582278481012	0.15851272015655576	0.24215246636771298	81.0	430.0	77.0	511.0	0.1377551020408163	2.659321723026998	0.4264214435277134	0.49638704297739694
MetaScope	7	0.9999901299999999	0.14222390048273814	3.8580036418901282	0.9503467699999999	0.4968553459119497	0.17555555555555555	0.25944170771756975	79.0	371.0	80.0	450.0	0.1490566037735849	2.311129427715896	0.3783001746788163	0.4867567026128933
MetaScope	6	0.99998874	0.14268096972658728	4.408436025895456	0.99277844	0.5172413793103449	0.1565217391304348	0.2403204272363151	90.0	485.0	84.0	575.0	0.13657056145675264	2.8879305015174306	0.4544794343067643	0.5076227230404784
MetaScope	5	0.99999076	0.14172201821150804	4.482665390987875	1.16777976	0.487012987012987	0.1485148514851485	0.2276176024279211	75.0	430.0	79.0	505.0	0.1284246575342466	2.733714513354912	0.4391820792456053	0.595935597749584
MetaScope	3	0.99998957	0.14377860086170635	3.8961139757097416	1.1747184099999997	0.5031055900621118	0.1643002028397566	0.2477064220183486	81.0	412.0	80.0	493.0	0.14136125654450263	2.8498766487277942	0.45961977778507085	0.5993144586742423
MetaScope	2	0.99999128	0.14018999050595238	3.86130844708762	0.9562515999999994	0.5060975609756098	0.17436974789915966	0.25937499999999997	83.0	393.0	81.0	476.0	0.1490125673249551	2.5561258195423795	0.41459084849992306	0.4875078197397977
MetaScope	19	0.9999553299999999	0.1607490310605159	4.07586633589284	0.9846258299999987	0.5227272727272727	0.1513157894736842	0.23469387755102042	92.0	516.0	84.0	608.0	0.1329479768786127	3.1173546132330903	0.4863135048004988	0.580769194403483
MetaScope	18	0.99999284	0.14047783656785717	4.188978469191773	0.9178491599999989	0.5029940119760479	0.15555555555555556	0.23762376237623764	84.0	456.0	83.0	540.0	0.1348314606741573	2.8992597214657727	0.46081663527094385	0.4830302429150973
MetaScope	4	0.9999916799999999	0.13877553523690475	4.520248607837827	0.9262035599999997	0.48366013071895425	0.148	0.22664624808575803	74.0	426.0	79.0	500.0	0.12780656303972365	2.9639245735872892	0.4769286375982085	0.4749368062652118
MetaScope	16	0.99999372	0.15739941847817468	4.086091189840973	1.03166108	0.5202312138728323	0.1727447216890595	0.25936599423631124	90.0	431.0	83.0	521.0	0.1490066225165563	2.4000160009321574	0.38364959995420134	0.5902502609053779
MetaScope	15	0.99999189	0.138905754021627	4.738689883641639	0.988739409999999	0.4968944099378882	0.14414414414414414	0.22346368715083798	80.0	475.0	81.0	555.0	0.12578616352201258	2.8140412893890083	0.445332408509433	0.509910005322254
