tool	sample	Sum of abundances	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance	Sum of abundances (unfiltered)	Weighted UniFrac error (unfiltered)	Unweighted UniFrac error (unfiltered)	L1 norm error (unfiltered)	Completeness (unfiltered)	Purity (unfiltered)	F1 score (unfiltered)	True positives (unfiltered)	False positives (unfiltered)	False negatives (unfiltered)	Taxon counts (unfiltered)	Jaccard index (unfiltered)	Shannon diversity (unfiltered)	Shannon equitability (unfiltered)	Bray-Curtis distance (unfiltered)
metascope_toy.profile	0	0.99666449	0.013399942178571425	0.6736659752661321	0.03568239000000001	0.5	1.0	0.6666666666666666	5.0	0.0	5.0	5.0	0.5	0.8909879201516697	0.5536019210608424	0.017871017349557167	0.99999984	0.013497026808531737	7.076906767218601	0.03255648000000001	0.9	0.4090909090909091	0.5625000000000001	9.0	13.0	1.0	22.0	0.391304347826087	0.9108760274053269	0.29468247076829696	0.016278257580518186
metascope_toy.profile	7	0.9981009000000001	0.013276419926785724	0.7925788272523596	0.020332960000000108	0.45454545454545453	1.0	0.625	5.0	0.0	6.0	5.0	0.45454545454545453	0.5846023725097571	0.36323387686674374	0.010176142756354348	0.9999999100000001	0.013355798729166698	6.511582009819262	0.019037190000000103	0.9090909090909091	0.5	0.6451612903225806	10.0	10.0	1.0	20.0	0.47619047619047616	0.5981962520800209	0.19968281456952428	0.009518595428336845
metascope_toy.profile	6	0.99810838	0.014858195856150797	0.9000607765891573	0.024441059999999952	0.7272727272727273	1.0	0.8421052631578948	8.0	0.0	3.0	8.0	0.7272727272727273	0.9278496056592525	0.44620134159179464	0.01223209311994719	0.99999987	0.014960461761904808	7.084489870910218	0.022750009999999946	0.9090909090909091	0.45454545454545453	0.6060606060606061	10.0	12.0	1.0	22.0	0.43478260869565216	0.9403944518088266	0.30423213721543	0.011375000051874954
metascope_toy.profile	5	0.99872877	0.015330858572619043	0.8161074233012594	0.022102169999999997	0.5454545454545454	1.0	0.7058823529411764	6.0	0.0	5.0	6.0	0.5454545454545454	0.5941524737059964	0.33160280936702713	0.011058113702941292	0.99999989	0.015421585352777809	7.449729685657553	0.021337429999999994	0.9090909090909091	0.5	0.6451612903225806	10.0	10.0	1.0	20.0	0.47619047619047616	0.604193509261094	0.20168474819824547	0.010668715586779355
metascope_toy.profile	4	0.99839352	0.011409396054166665	1.090297398005763	0.050205860000000095	0.5833333333333334	1.0	0.7368421052631579	7.0	0.0	5.0	7.0	0.5833333333333334	0.9541179874926782	0.49031965219764984	0.025123135030116667	0.99999989	0.011507057731349208	7.793911140249714	0.0488918500000001	0.9166666666666666	0.5	0.6470588235294118	11.0	11.0	1.0	22.0	0.4782608695652174	0.9658422399146797	0.3124648899161265	0.02444595079047814
metascope_toy.profile	3	0.9970049299999999	0.01578605901765873	0.6411278191152435	0.02163382999999997	0.5454545454545454	1.0	0.7058823529411764	6.0	0.0	5.0	6.0	0.5454545454545454	0.9223443463360858	0.5147701810296335	0.010833127153945315	0.99999986	0.01587698545416663	6.023245271608455	0.019620879999999973	0.9090909090909091	0.47619047619047616	0.6249999999999999	10.0	11.0	1.0	21.0	0.45454545454545453	0.9428397142702997	0.3096839433955097	0.00981043087629927
metascope_toy.profile	2	0.9988715499999999	0.014433588957142866	0.627980882561457	0.047897529999999924	0.6363636363636364	1.0	0.7777777777777778	7.0	0.0	4.0	7.0	0.6363636363636364	0.9938998272878639	0.5107634737248148	0.02396229710823441	0.99999987	0.014520123550000019	5.818380789620773	0.046935089999999936	0.9090909090909091	0.45454545454545453	0.6060606060606061	10.0	12.0	1.0	22.0	0.43478260869565216	1.0020794861026754	0.3241881990374959	0.02346755825917038
metascope_toy.profile	19	0.99727613	0.025371393264682553	0.8707130833140506	0.22982439000000007	0.5454545454545454	1.0	0.7058823529411764	6.0	0.0	5.0	6.0	0.5454545454545454	1.0734471788681073	0.5991022775677481	0.11506891137781737	0.9999998800000001	0.0254876620605159	5.950166667996448	0.22735831999999997	0.9090909090909091	0.45454545454545453	0.6060606060606061	10.0	12.0	1.0	22.0	0.43478260869565216	1.092508368569049	0.3534433399263328	0.11367916682075002
metascope_toy.profile	18	0.9990411299999999	0.013062677767857144	0.8223884640459563	0.04180249000000003	0.5	1.0	0.6666666666666666	6.0	0.0	6.0	6.0	0.5	0.8558435830046709	0.4776553983406013	0.02091126013437247	0.99999989	0.013156844428968245	6.468022366637424	0.04115185000000004	0.9166666666666666	0.55	0.6874999999999999	11.0	9.0	1.0	20.0	0.5238095238095238	0.8638686649528348	0.2883664446849862	0.02057591584371747
metascope_toy.profile	17	0.99772328	0.011956568911507943	0.9988507110544084	0.028543820000000046	0.5	1.0	0.6666666666666666	5.0	0.0	5.0	5.0	0.5	0.6312009886185739	0.3921872249572839	0.014288153630336208	0.9999998800000001	0.012056603966269851	7.996834009560496	0.026529080000000045	0.9	0.391304347826087	0.5454545454545454	9.0	14.0	1.0	23.0	0.375	0.6467309359558522	0.2062612434972088	0.013264520899089928
