tool	sample	Sum of abundances	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance	Sum of abundances (unfiltered)	Weighted UniFrac error (unfiltered)	Unweighted UniFrac error (unfiltered)	L1 norm error (unfiltered)	Completeness (unfiltered)	Purity (unfiltered)	F1 score (unfiltered)	True positives (unfiltered)	False positives (unfiltered)	False negatives (unfiltered)	Taxon counts (unfiltered)	Jaccard index (unfiltered)	Shannon diversity (unfiltered)	Shannon equitability (unfiltered)	Bray-Curtis distance (unfiltered)
metascope_toy.profile	0	0.99991027	0.013399942178571425	0.6736659752661321	0.027100050000000053	0.6	1.0	0.7499999999999999	3.0	0.0	2.0	3.0	0.6	0.7522895728709794	0.6847634790095141	0.01355063294914729	0.9999461599999999	0.013497026808531737	7.076906767218601	0.027079940000000052	0.8	0.6666666666666666	0.7272727272727272	4.0	2.0	1.0	6.0	0.5714285714285714	0.7526775209971763	0.42007732283477367	0.013540334505804922
metascope_toy.profile	7	0.9997985	0.013276419926785724	0.7925788272523596	0.013931019999999952	0.6	1.0	0.7499999999999999	3.0	0.0	2.0	3.0	0.6	0.503853363045597	0.45862709551195535	0.006966201395488479	0.9999498899999999	0.013355798729166698	6.511582009819262	0.013850409999999954	0.8	0.6666666666666666	0.7272727272727272	4.0	2.0	1.0	6.0	0.5714285714285714	0.5051942671231829	0.2819542889542178	0.00692536812704621
metascope_toy.profile	6	0.9998907000000001	0.014858195856150797	0.9000607765891573	0.01877891999999988	0.6	1.0	0.7499999999999999	3.0	0.0	2.0	3.0	0.6	0.6430146277975909	0.5852971375162228	0.009389982552528988	0.9999425500000001	0.014960461761904808	7.084489870910218	0.01875276999999988	0.8	0.6666666666666666	0.7272727272727272	4.0	2.0	1.0	6.0	0.5714285714285714	0.6435370051847152	0.3591648411725547	0.009376663721329058
metascope_toy.profile	5	0.99986137	0.015330858572619043	0.8161074233012594	0.018927649999999897	0.6	1.0	0.7499999999999999	3.0	0.0	2.0	3.0	0.6	0.4320237476475341	0.39324496194311936	0.009464481030502578	0.9999421000000001	0.015421585352777809	7.449729685657553	0.018910379999999893	0.8	0.6666666666666666	0.7272727272727272	4.0	2.0	1.0	6.0	0.5714285714285714	0.43280273032518746	0.24155180299488088	0.009455463735675095
metascope_toy.profile	4	0.9998273499999999	0.011409396054166665	1.090297398005763	0.033010290000000005	0.5	1.0	0.6666666666666666	3.0	0.0	3.0	3.0	0.5	0.6927409886143374	0.6305600217290253	0.0165065781836508	0.9999495499999999	0.011507057731349208	7.793911140249714	0.03294649000000001	0.8333333333333334	0.8333333333333334	0.8333333333333334	5.0	1.0	1.0	6.0	0.7142857142857143	0.6939179581943539	0.38728298642301306	0.0164736687851295
metascope_toy.profile	3	0.99981319	0.01578605901765873	0.6411278191152435	0.01723348999999988	0.6	1.0	0.7499999999999999	3.0	0.0	2.0	3.0	0.6	0.6139790683415953	0.5588678323323198	0.008617545613075121	0.99994215	0.01587698545416663	6.023245271608455	0.01719844999999988	0.8	0.6666666666666666	0.7272727272727272	4.0	2.0	1.0	6.0	0.5714285714285714	0.6151443622371179	0.34331860542762527	0.008599469439918768
metascope_toy.profile	2	0.99892972	0.014433588957142866	0.627980882561457	0.03562545999999996	0.6	1.0	0.7499999999999999	3.0	0.0	2.0	3.0	0.6	0.7357144743088585	0.6696761741130656	0.017822267408180797	0.9999499000000001	0.014520123550000019	5.818380789620773	0.03460933999999996	0.8	0.6666666666666666	0.7272727272727272	4.0	2.0	1.0	6.0	0.5714285714285714	0.7427567673778379	0.41454044481642416	0.017305103492842477
metascope_toy.profile	19	0.9998572099999999	0.025371393264682553	0.8707130833140506	0.1982214700000001	0.6	1.0	0.7499999999999999	3.0	0.0	2.0	3.0	0.6	0.7444581214607195	0.6776349847344735	0.09911786107862229	0.99995177	0.0254876620605159	5.950166667996448	0.19821203000000004	0.8	0.6666666666666666	0.7272727272727272	4.0	2.0	1.0	6.0	0.5714285714285714	0.7453545748245145	0.4159903087581483	0.09910845455460887
metascope_toy.profile	18	0.99978037	0.013062677767857144	0.8223884640459563	0.013674170000000074	0.6	1.0	0.7499999999999999	3.0	0.0	2.0	3.0	0.6	0.6496198987617557	0.5913095142503049	0.006837832477657332	0.9999482999999999	0.013156844428968245	6.468022366637424	0.013648100000000074	0.8	0.6666666666666666	0.7272727272727272	4.0	2.0	1.0	6.0	0.5714285714285714	0.6510989907326716	0.3633852656646961	0.006824222994052937
metascope_toy.profile	17	0.9999125200000001	0.011956568911507943	0.9988507110544084	0.006910419999999973	0.75	1.0	0.8571428571428571	3.0	0.0	1.0	3.0	0.75	0.4867740803342019	0.4430808624253939	0.0034553645930118777	0.99994951	0.012056603966269851	7.996834009560496	0.006947409999999974	0.75	0.5	0.6	3.0	3.0	1.0	6.0	0.42857142857142855	0.4871764090103819	0.27189833087377097	0.0034737961697804626
