tool	sample	Sum of abundances	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
metascope_toy.profile	0	0.99999711	0.01349702680853174	7.076906767218603	0.03936543000000006	0.9375	0.38461538461538464	0.5454545454545454	15.0	24.0	1.0	39.0	0.375	1.3926521837386134	0.3801361402529898	0.019682733600183275
metascope_toy.profile	7	0.9999982399999999	0.013355798729166696	6.511582009819262	0.05115853999999999	0.9444444444444444	0.4722222222222222	0.6296296296296297	17.0	19.0	1.0	36.0	0.4594594594594595	1.059360202406095	0.29562009315416093	0.025579266930487964
metascope_toy.profile	6	0.99999741	0.014960461761904792	7.084489870910219	0.041537329999999935	0.9473684210526315	0.47368421052631576	0.631578947368421	18.0	20.0	1.0	38.0	0.46153846153846156	1.2987071038179236	0.3570244241075545	0.02076871266419553
metascope_toy.profile	5	0.99999938	0.015421585352777809	7.449729685657553	0.05282230000000007	0.9473684210526315	0.47368421052631576	0.631578947368421	18.0	20.0	1.0	38.0	0.46153846153846156	1.2728992579761331	0.3499296517204362	0.026411171393048865
metascope_toy.profile	4	0.99999905	0.011507057731349205	7.793911140249712	0.053186289999999935	0.9473684210526315	0.4864864864864865	0.6428571428571428	18.0	19.0	1.0	37.0	0.47368421052631576	1.284121460566365	0.3556218921703542	0.026593210818196746
metascope_toy.profile	3	0.99999932	0.01587698545416663	6.023245271608454	0.040951959999999926	0.9444444444444444	0.425	0.5862068965517241	17.0	23.0	1.0	40.0	0.4146341463414634	1.2526438075581556	0.33957298500529043	0.020475986961835533
metascope_toy.profile	2	0.9999972800000001	0.014520123550000017	5.818380789620774	0.05411849999999996	0.9444444444444444	0.4594594594594595	0.6181818181818182	17.0	20.0	1.0	37.0	0.4473684210526316	1.332002093220123	0.3688818537125694	0.027059354449108154
metascope_toy.profile	19	0.99999847	0.02548766206051587	5.950166667996449	0.22914964999999993	0.95	0.48717948717948717	0.6440677966101694	19.0	20.0	1.0	39.0	0.475	1.596156930100296	0.43568447436568974	0.11457474078756548
metascope_toy.profile	18	0.99999853	0.01315684442896825	6.468022366637422	0.04502882999999988	0.95	0.5428571428571428	0.6909090909090908	19.0	16.0	1.0	35.0	0.5277777777777778	1.110208649552093	0.3122644057209415	0.022514442805336803
metascope_toy.profile	17	0.999998	0.012056603966269851	7.996834009560496	0.03496162000000007	0.9444444444444444	0.425	0.5862068965517241	17.0	23.0	1.0	40.0	0.4146341463414634	1.057993135643796	0.28680610163715	0.01748077503844996
metascope_toy.profile	16	0.9999984399999999	0.03378238465912702	6.400670838601603	0.27781746000000007	0.9411764705882353	0.41025641025641024	0.5714285714285713	16.0	23.0	1.0	39.0	0.4	0.719012467254434	0.19626050731643388	0.13890842162330402
metascope_toy.profile	15	0.99999932	0.021891960734722264	7.89519919762254	0.16506834000000004	0.9444444444444444	0.4146341463414634	0.576271186440678	17.0	24.0	1.0	41.0	0.40476190476190477	1.4195986375519556	0.38227308156478296	0.08253407426047389
metascope_toy.profile	14	0.99999882	0.033470601484325416	5.779398488951584	0.27903974000000004	0.9444444444444444	0.4146341463414634	0.576271186440678	17.0	24.0	1.0	41.0	0.40476190476190477	0.7276859572349558	0.19595309964746607	0.1395196035175573
metascope_toy.profile	13	0.99999805	0.014658676027380921	6.12029562716378	0.10715661000000004	0.9444444444444444	0.4473684210526316	0.6071428571428572	17.0	21.0	1.0	38.0	0.4358974358974359	1.2452975810011202	0.34234174156160463	0.05357830366054243
metascope_toy.profile	12	0.99998874	0.01836680693313498	7.216011574700368	0.07830798000000001	0.9411764705882353	0.4	0.5614035087719298	16.0	24.0	1.0	40.0	0.3902439024390244	1.356901939691804	0.3678358039535694	0.03915409297526454
metascope_toy.profile	11	0.9999964200000001	0.014429514808928548	7.365702446965602	0.08138024000000002	0.9444444444444444	0.425	0.5862068965517241	17.0	23.0	1.0	40.0	0.4146341463414634	1.2506051614731464	0.33902033856878633	0.040690172490322515
metascope_toy.profile	10	0.99999929	0.01847536918293653	6.191380636377308	0.10684956999999995	0.95	0.5277777777777778	0.6785714285714285	19.0	17.0	1.0	36.0	0.5135135135135135	1.2983348696933754	0.36230724379895085	0.0534246436918174
metascope_toy.profile	1	0.9999839500000001	0.01538952718353174	6.683189875173989	0.04836276999999994	0.9411764705882353	0.36363636363636365	0.5245901639344263	16.0	28.0	1.0	44.0	0.35555555555555557	1.2787314242398509	0.33791420302470804	0.024181542784566638
metascope_toy.profile	8	0.99999944	0.012255115256746042	6.153920582164849	0.047829020000000035	0.95	0.48717948717948717	0.6440677966101694	19.0	20.0	1.0	39.0	0.475	1.1279813209253522	0.3078919996110897	0.023914552567903584
metascope_toy.profile	9	0.99998369	0.016149470005754	6.647409371217612	0.06747337	0.9444444444444444	0.4473684210526316	0.6071428571428572	17.0	21.0	1.0	38.0	0.4358974358974359	1.301423165835337	0.35777109013776004	0.03373696012490982
