tool	sample	Sum of abundances	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance	Sum of abundances (unfiltered)	Weighted UniFrac error (unfiltered)	Unweighted UniFrac error (unfiltered)	L1 norm error (unfiltered)	Completeness (unfiltered)	Purity (unfiltered)	F1 score (unfiltered)	True positives (unfiltered)	False positives (unfiltered)	False negatives (unfiltered)	Taxon counts (unfiltered)	Jaccard index (unfiltered)	Shannon diversity (unfiltered)	Shannon equitability (unfiltered)	Bray-Curtis distance (unfiltered)
metascope_toy.profile	0	0.9998929599999999	0.01349234027896826	4.255552966709052	0.6416421200000003	0.7966101694915254	0.10573678290213723	0.18669314796425024	94.0	795.0	24.0	889.0	0.10295728368017525	3.2565866741218614	0.4796082531909999	0.3208404772656841	0.9999926600000001	0.013497026808531737	7.076906767218604	0.6417407200000004	0.8135593220338984	0.06717984604618614	0.12411118293471235	96.0	1333.0	22.0	1429.0	0.06616126809097174	3.2581077901920525	0.44848297326859177	0.3208737837232723
metascope_toy.profile	7	0.99989454	0.013350773587500012	3.8760876009223413	0.6867313199999999	0.8636363636363636	0.1411589895988113	0.24265644955300125	95.0	578.0	15.0	673.0	0.1380813953488372	3.200136994157892	0.49144074778067026	0.34338084773489536	0.99999449	0.013355798729166693	6.511582009819262	0.6868311899999999	0.8727272727272727	0.08791208791208792	0.15973377703826955	96.0	996.0	14.0	1092.0	0.0867992766726944	3.201628267699928	0.4576522708401994	0.34341362208874104
metascope_toy.profile	6	0.9998925700000001	0.014955997159325444	4.466493857828085	0.9821663299999989	0.8421052631578947	0.11301715438950555	0.199288256227758	112.0	879.0	21.0	991.0	0.11067193675889328	3.478245267483335	0.50418744683152	0.4911058614573871	0.9999922000000001	0.014960461761904815	7.084489870910221	0.9822657599999982	0.849624060150376	0.07380796864794252	0.1358173076923077	113.0	1418.0	20.0	1531.0	0.07285622179239201	3.4797666481714344	0.4744914365504082	0.491131111927997
metascope_toy.profile	5	0.9998932700000001	0.015417347652380958	4.557040013181662	0.6790312499999996	0.8583333333333333	0.11921296296296297	0.20934959349593496	103.0	761.0	17.0	864.0	0.11691259931895573	3.2584150822056634	0.4819019470202332	0.3395371397708617	0.9999929299999999	0.015421585352777786	7.449729685657554	0.6791287699999998	0.8916666666666667	0.07804522246535375	0.14352783366867874	107.0	1264.0	13.0	1371.0	0.0773121387283237	3.2599262701292475	0.4513073276721767	0.33956898106615874
metascope_toy.profile	4	0.99989397	0.01150306927976189	4.720331217147096	0.3843968099999999	0.8380952380952381	0.11210191082802548	0.19775280898876405	88.0	697.0	17.0	785.0	0.10972568578553615	3.2838323025273075	0.4926474824730806	0.19220696109287305	0.9999935499999999	0.011507057731349196	7.793911140249712	0.3844960100000001	0.8476190476190476	0.07074721780604133	0.1305942773294204	89.0	1169.0	16.0	1258.0	0.06985871271585557	3.2853391043331124	0.46030698300656125	0.19224699089712305
metascope_toy.profile	3	0.9998934300000001	0.015872303921031727	3.64883933696778	0.7152250900000007	0.848	0.13400758533501897	0.2314410480349345	106.0	685.0	19.0	791.0	0.1308641975308642	3.231613220721611	0.4842602917373773	0.35762838257292223	0.99999342	0.015876985454166635	6.023245271608453	0.7153232400000006	0.872	0.0865079365079365	0.15740072202166064	109.0	1151.0	16.0	1260.0	0.08542319749216301	3.233118682838761	0.45288960879414514	0.3576595777638111
metascope_toy.profile	2	0.9998944000000001	0.014516168252976192	3.4106450705227473	0.59825544	0.8267716535433071	0.14075067024128687	0.2405498281786942	105.0	641.0	22.0	746.0	0.13671875	3.4075037619645068	0.5151390953933965	0.29914007448507623	0.9999941699999999	0.014520123550000017	5.8183807896207735	0.59835405	0.8503937007874016	0.08940397350993377	0.16179775280898875	108.0	1100.0	19.0	1208.0	0.08801955990220049	3.409005176137061	0.48036339519646226	0.29917445658729025
metascope_toy.profile	19	0.99989187	0.025482655479960335	3.9112756200530483	0.9242190699999989	0.8466666666666667	0.11577028258887875	0.20368885324779468	127.0	970.0	23.0	1097.0	0.11339285714285714	3.7239603324199035	0.5319689157071347	0.4621292055296334	0.9999918	0.02548766206051591	5.950166667996449	0.9243180199999996	0.86	0.07861060329067641	0.1440536013400335	129.0	1512.0	21.0	1641.0	0.0776173285198556	3.7254870941572658	0.5032360328136496	0.4621555900486337
metascope_toy.profile	18	0.9998933700000001	0.013152707375595221	4.0010955089551725	0.5609102099999996	0.8666666666666667	0.11594202898550725	0.20452310717797445	104.0	793.0	16.0	897.0	0.11391018619934283	3.2628467989236776	0.47989704234253305	0.28047075947544015	0.99999291	0.013156844428968242	6.468022366637424	0.5610084499999993	0.8833333333333333	0.0748587570621469	0.13802083333333334	106.0	1310.0	14.0	1416.0	0.07412587412587412	3.2643624867205507	0.44990991958216864	0.2805059206582903
metascope_toy.profile	17	0.99989276	0.012051327214682547	4.979183965494866	0.4360487000000006	0.8596491228070176	0.10560344827586207	0.18809980806142035	98.0	830.0	16.0	928.0	0.1038135593220339	3.105799215517707	0.4545272635886476	0.21803429672461658	0.99999254	0.012056603966269858	7.996834009560497	0.4361477800000007	0.868421052631579	0.06748466257668712	0.12523719165085387	99.0	1368.0	15.0	1467.0	0.06680161943319839	3.107320895793548	0.4261873055861792	0.2180729588284658
