rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
cellular root	15	0.14336038192361114	4.5500250796078685	0.486581	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.32151109507677644
cellular root	12	0.14336038192361114	4.5500250796078685	0.523303	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.3543739846427534
other entries	18	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
other entries	7	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
other entries	6	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
other entries	5	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
other entries	4	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
other entries	3	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
other entries	2	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
other entries	19	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
other entries	17	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
other entries	13	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
other entries	15	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
other entries	14	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
other entries	8	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
other entries	12	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
other entries	11	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
other entries	10	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
other entries	1	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
other entries	0	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
other entries	16	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
other entries	9	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	1.0	na	0.0	na	na	na
realm	0	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	3.0	na	0.0	na	na	na
realm	17	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	3.0	na	0.0	na	na	na
realm	11	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	4.0	na	0.0	na	na	na
realm	12	0.14336038192361114	4.5500250796078685	na	0.0	0.0	na	0.0	0.0	3.0	na	0.0	na	na	na
